Date,Daily Max Concentration,Units,Daily AQI Value,Local Site Name,AQS Parameter Description,State,County,Site Latitude,Site Longitude
7/11/2024,0.1,ppm,1,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
7/12/2024,0.2,ppm,2,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
7/13/2024,0.2,ppm,2,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
7/15/2024,0.2,ppm,2,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
7/16/2024,0.1,ppm,1,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
7/17/2024,0.1,ppm,1,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
7/18/2024,0.1,ppm,1,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
7/19/2024,0.1,ppm,1,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
7/20/2024,0.1,ppm,1,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
7/21/2024,0.1,ppm,1,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
7/24/2024,0.2,ppm,2,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
7/25/2024,0.2,ppm,2,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
7/26/2024,0.2,ppm,2,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
7/27/2024,0.2,ppm,2,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
7/30/2024,0.2,ppm,2,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
7/31/2024,0.2,ppm,2,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
8/1/2024,0.1,ppm,1,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
8/2/2024,0.1,ppm,1,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
8/3/2024,0.1,ppm,1,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
8/5/2024,0.1,ppm,1,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
8/6/2024,0.2,ppm,2,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
8/7/2024,0.2,ppm,2,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
8/8/2024,0.1,ppm,1,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
8/9/2024,0.1,ppm,1,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
8/10/2024,0.2,ppm,2,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
8/12/2024,0.1,ppm,1,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
8/13/2024,0.2,ppm,2,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
8/14/2024,0.1,ppm,1,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
8/15/2024,0.2,ppm,2,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
8/16/2024,0.1,ppm,1,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
8/17/2024,0.1,ppm,1,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
8/19/2024,0.2,ppm,2,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
8/20/2024,0.2,ppm,2,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
8/21/2024,0.2,ppm,2,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
8/22/2024,0.1,ppm,1,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
8/23/2024,0.1,ppm,1,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
8/24/2024,0.1,ppm,1,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
8/26/2024,0.1,ppm,1,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
8/27/2024,0.1,ppm,1,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
8/28/2024,0.1,ppm,1,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
8/29/2024,0.1,ppm,1,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
8/30/2024,0.1,ppm,1,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
8/31/2024,0.2,ppm,2,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
9/2/2024,0.1,ppm,1,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
9/4/2024,0.2,ppm,2,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
9/5/2024,0.2,ppm,2,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
9/6/2024,0.1,ppm,1,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
9/7/2024,0.1,ppm,1,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
9/9/2024,0.2,ppm,2,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
9/10/2024,0.3,ppm,3,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
9/11/2024,0.3,ppm,3,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
9/12/2024,0.3,ppm,3,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
9/13/2024,0.2,ppm,2,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
9/14/2024,0.3,ppm,3,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
9/16/2024,0.1,ppm,1,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
9/17/2024,0.2,ppm,2,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
9/18/2024,0.3,ppm,3,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
9/19/2024,0.4,ppm,5,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
9/20/2024,0.5,ppm,6,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
9/21/2024,0.1,ppm,1,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
9/23/2024,0.3,ppm,3,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
9/24/2024,0.4,ppm,5,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
9/25/2024,0.3,ppm,3,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
9/26/2024,0.4,ppm,5,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
9/27/2024,0.5,ppm,6,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
9/28/2024,0.1,ppm,1,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
9/30/2024,0.3,ppm,3,San Jose,Carbon monoxide,NM,Bernalillo,35.063569,-106.647503
1/2/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
1/3/2022,0.9,ppm,10,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
1/6/2022,0.4,ppm,5,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
1/7/2022,0.6,ppm,7,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
1/8/2022,0.6,ppm,7,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
1/9/2022,0.3,ppm,3,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
1/12/2022,0.5,ppm,6,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
1/13/2022,0.6,ppm,7,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
1/14/2022,0.7,ppm,8,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
1/15/2022,0.4,ppm,5,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
1/16/2022,0.5,ppm,6,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
1/17/2022,0.5,ppm,6,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
1/19/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
1/20/2022,0.4,ppm,5,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
1/21/2022,0.6,ppm,7,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
1/22/2022,0.3,ppm,3,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
1/23/2022,0.4,ppm,5,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
1/25/2022,0.7,ppm,8,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
1/26/2022,0.1,ppm,1,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
1/27/2022,0.6,ppm,7,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
1/28/2022,0.3,ppm,3,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
1/29/2022,0.6,ppm,7,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
1/30/2022,0.7,ppm,8,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
2/1/2022,0.7,ppm,8,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
2/2/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
2/3/2022,0.3,ppm,3,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
2/4/2022,0.5,ppm,6,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
2/5/2022,0.5,ppm,6,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
2/6/2022,0.6,ppm,7,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
2/8/2022,0.7,ppm,8,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
2/9/2022,0.5,ppm,6,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
2/11/2022,0.3,ppm,3,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
2/12/2022,0.4,ppm,5,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
2/13/2022,0.5,ppm,6,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
2/15/2022,0.4,ppm,5,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
2/16/2022,0.5,ppm,6,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
2/17/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
2/18/2022,0.6,ppm,7,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
2/19/2022,0.3,ppm,3,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
2/20/2022,0.5,ppm,6,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
2/21/2022,0.3,ppm,3,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
2/24/2022,0.3,ppm,3,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
2/25/2022,0.4,ppm,5,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
2/26/2022,0.3,ppm,3,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
2/27/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
2/28/2022,0.3,ppm,3,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
3/2/2022,0.3,ppm,3,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
3/3/2022,0.3,ppm,3,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
3/4/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
3/5/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
3/6/2022,0.4,ppm,5,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
3/8/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
3/9/2022,0.4,ppm,5,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
3/11/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
3/12/2022,0.3,ppm,3,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
3/13/2022,0.5,ppm,6,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
3/15/2022,0.4,ppm,5,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
3/16/2022,0.4,ppm,5,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
3/17/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
3/18/2022,0.3,ppm,3,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
3/19/2022,0.3,ppm,3,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
3/20/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
3/22/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
3/23/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
3/24/2022,0.3,ppm,3,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
3/25/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
3/26/2022,0.3,ppm,3,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
3/27/2022,0.3,ppm,3,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
4/6/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
4/7/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
4/8/2022,0.3,ppm,3,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
4/9/2022,0.3,ppm,3,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
4/10/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
4/12/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
4/13/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
4/14/2022,0.3,ppm,3,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
4/15/2022,0.3,ppm,3,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
4/16/2022,0.3,ppm,3,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
4/17/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
4/19/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
4/22/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
4/23/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
4/24/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
4/26/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
4/27/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
4/28/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
4/29/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
4/30/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
5/1/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
5/3/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
5/4/2022,0.1,ppm,1,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
5/5/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
5/6/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
5/7/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
5/8/2022,0.1,ppm,1,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
5/12/2022,0.1,ppm,1,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
5/13/2022,0.1,ppm,1,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
5/14/2022,0.1,ppm,1,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
5/15/2022,0.1,ppm,1,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
5/17/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
5/18/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
5/19/2022,0.3,ppm,3,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
5/20/2022,0.1,ppm,1,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
5/21/2022,0.1,ppm,1,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
5/22/2022,0.1,ppm,1,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
5/24/2022,0.1,ppm,1,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
5/25/2022,0.1,ppm,1,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
5/26/2022,0.1,ppm,1,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
5/27/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
5/28/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
5/29/2022,0.1,ppm,1,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
5/30/2022,0.1,ppm,1,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
6/1/2022,0.1,ppm,1,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
6/2/2022,0.1,ppm,1,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
6/3/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
6/4/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
6/5/2022,0.1,ppm,1,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
6/7/2022,0.1,ppm,1,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
6/11/2022,0.3,ppm,3,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
6/12/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
6/14/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
6/15/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
6/17/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
6/18/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
6/19/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
6/20/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
6/22/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
6/23/2022,0.3,ppm,3,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
6/24/2022,0.3,ppm,3,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
6/25/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
6/26/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
7/2/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
7/3/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
7/4/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
7/5/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
7/7/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
7/8/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
7/9/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
7/10/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
7/13/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
7/14/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
7/15/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
7/16/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
7/18/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
7/19/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
7/20/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
7/21/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
7/22/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
7/23/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
7/25/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
7/26/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
7/27/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
7/28/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
7/29/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
7/30/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
7/31/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
8/2/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
8/4/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
8/5/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
8/6/2022,0.2,ppm,2,DEL NORTE HIGH SCHOOL,Carbon monoxide,NM,Bernalillo,35.1343,-106.5852
