Year,Month,Local Site Name,State,CO2 (ppm),Ozone (ppm),NO2 (ppb),PM2.5 (ug/m3),Daily AQI Value,Site Latitude,Site Longitude
2021,3,WMRC/NCORE,CA,0.12000000000000005,0.045799999999999993,,3.3149253731343276,20.795081967213115,37.360684,-118.330783
2021,3,"Ward, Sumter Co.",AL,,0.038133333333333345,,6.683870967741936,35.47540983606557,32.362606,-88.277992
2021,3,Weaverville-Courthouse,CA,,,,8.157692307692308,39.84615384615385,40.73475,-122.9412
2021,3,Welby,CO,0.5066666666666667,0.04747619047619049,35.656521739130426,,26.10810810810811,39.8381190009282,-104.94984
2021,3,West Los Angeles,CA,0.4482758620689656,0.04417241379310346,23.1551724137931,,22.597701149425287,34.05111,-118.45636
2021,3,Western Conn State Univ,CT,,0.04179310344827587,,6.931343283582089,36.59375,41.399167000936,-73.443056
2021,3,Westmorland,CA,,0.04090322580645162,,,37.87096774193548,33.0325,-115.62361
2021,3,Wetumpka Westside Technology Park,AL,,0.0396,,,36.733333333333334,32.53568,-86.255193
2021,3,Willits-Blosser Lane,CA,,,,8.767741935483869,42.54838709677419,39.39861,-123.35872
2021,3,Willows-Colusa Street,CA,,0.041387096774193555,,4.854838709677418,32.435483870967744,39.53387,-122.190834
2021,3,Woodland-Gibson Road,CA,,0.04121428571428572,,5.26896551724138,33.68421052631579,38.66121,-121.73269
2021,3,Wylam,AL,,,,10.8,49.73913043478261,33.499722,-86.924167
2021,3,YUMA SUPERSITE,AZ,,0.05072413793103451,,8.529032258064513,46.18333333333333,32.690278,-114.61444
2021,3,Yosemite NP - Turtleback Dome,CA,,0.04616129032258066,,2.3650000000000007,31.215686274509803,37.71325,-119.7062
2021,3,Yosemite NP-Yosemite Village Vistor Center,CA,,,,6.068181818181818,33.45454545454545,37.748707,-119.587094
2021,3,Yreka,CA,,0.041310344827586214,,4.483870967741937,31.233333333333334,41.726892,-122.633579
2021,3,Yuba City,CA,,0.04014814814814816,16.469230769230766,6.596774193548387,29.333333333333332,39.1387725442464,-121.618548986224
2021,4,22ND & ALVERNON,AZ,0.27931034482758615,,,,2.8275862068965516,32.2073900008514,-110.910619
2021,4,22ND & CRAYCROFT,AZ,,0.052500000000000005,18.59642857142857,,34.58620689655172,32.2044107,-110.878067
2021,4,29 Palms,CA,,0.057233333333333324,,7.918461538461537,48.305263157894736,33.7196900008716,-116.1897
2021,4,A J MAINTENANCE YARD,AZ,,0.05510344827586208,,,55.827586206896555,33.4214,-111.5436
2021,4,A Street,AK,,,,3.983333333333333,22.0,64.845930000725,-147.69327
2021,4,ALAMO LAKE,AZ,,0.05670000000000002,,3.2666666666666666,38.53333333333333,34.2439,-113.5586
2021,4,APACHE JUNCTION FIRE STATION,AZ,,,,5.5888888888888895,31.0,33.4211940008678,-111.503222
2021,4,ASHLAND,AL,,,,6.9625,36.5,33.284928,-85.803608
2021,4,Abington,CT,,0.044758620689655165,,,42.689655172413794,41.8404600009377,-72.010368
2021,4,Ajax Mountain,CO,,,,1.9899999999999998,11.0,39.154,-106.821
2021,4,Ak Chin Museum,AZ,,0.05679310344827588,,0.0,29.64406779661017,33.031038,-112.078111
2021,4,Alpine,CA,,0.05825,8.409090909090908,5.816666666666668,35.723684210526315,32.8423180008601,-116.768293
2021,4,Anaheim,CA,0.3241379310344828,0.04627586206896553,18.25172413793104,10.235000000000003,32.605442176870746,33.83062,-117.93845
2021,4,Anaheim Near-Road,CA,0.7862068965517242,,27.942857142857147,,17.263157894736842,33.819305,-117.918759
2021,4,Anderson - North Street,CA,,0.04353333333333334,,,40.333333333333336,40.45291284963,-122.298865550189
2021,4,Aqua Tibia Wilderness,CA,,,,3.766666666666666,21.0,33.4636438345227,-116.971457297006
2021,4,Arapahoe Community College,CO,,,,4.811111111111112,25.0,39.6043990009268,-105.019526
2021,4,Arkadelphia/Near Road,AL,0.8333333333333334,,26.993750000000002,10.26,31.586206896551722,33.52142749,-86.844112
2021,4,Arvin-Di Giorgio,CA,,0.05557142857142857,,,58.535714285714285,35.23918,-118.78863
2021,4,Atascadero,CA,,0.045200000000000004,7.766666666666667,6.683333333333334,28.988888888888887,35.49453,-120.66617
2021,4,Auburn-Atwood,CA,,0.053000000000000005,,6.399999999999999,44.81818181818182,38.93568,-121.09959
2021,4,Aurora East,CO,,0.04936666666666668,,,47.06666666666667,39.638522000927,-104.569335
2021,4,Azusa,CA,0.39,0.0533,23.443333333333335,11.74,30.41,34.1365,-117.92391
2021,4,BAY ROAD,AL,,0.043966666666666675,,,40.8,30.474305,-88.141022
2021,4,BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA,AZ,,0.058517241379310345,,,63.793103448275865,33.5455800008694,-111.60972
2021,4,BOULDER CHAMBER OF COMMERCE,CO,,,,4.4799999999999995,24.4,40.0210970009293,-105.263382
2021,4,BUCKEYE,AZ,0.22999999999999993,0.0534,15.533333333333333,,23.11111111111111,33.3698500008671,-112.62068
2021,4,BUTTE,AK,,,,2.2838709677419353,12.741935483870968,61.534163,-149.031655
2021,4,Bakersfield-Airport (Planz),CA,,,,16.142857142857146,64.14285714285714,35.324636,-118.997627
2021,4,Bakersfield-California,CA,,0.04562068965517242,22.096551724137925,9.38928571428572,39.89473684210526,35.356615,-119.062613
2021,4,Bakersfield-Golden / M St,CA,,,,10.453333333333328,51.13333333333333,35.385574,-119.015009
2021,4,Bakersfield-Muni,CA,0.3038461538461539,0.05288461538461539,25.130769230769236,,26.794871794871796,35.331612,-118.999961
2021,4,Bakersfield-Westwind,CA,,,34.110344827586204,,31.586206896551722,35.376952780891,-119.04388889
2021,4,Banning Airport,CA,,0.05988888888888889,17.955555555555556,12.336666666666668,48.61904761904762,33.92086,-116.85841
2021,4,Barstow,CA,0.3166666666666667,0.0548,35.339999999999996,,30.57777777777778,34.89405,-117.02471
2021,4,Battlement Mesa,CO,,0.049733333333333345,10.459999999999999,3.8966666666666656,30.428571428571427,39.43806,-108.02611
2021,4,Berkeley- Aquatic Park,CA,0.5399999999999999,0.03420000000000001,19.734482758620693,12.919999999999998,28.310924369747898,37.8647670009145,-122.302741
2021,4,Bethel Island,CA,0.48275862068965536,0.047068965517241386,6.174999999999999,,18.75581395348837,38.006311,-121.641918
2021,4,Big Bear,CA,,,,5.5600000000000005,29.6,34.2646400008783,-116.86147
2021,4,Birch Street,CO,,,,6.708823529411766,36.0,39.8281,-104.93647
2021,4,Bishop Tribe EMO,CA,,,,4.871666666666664,27.0,37.3621369693511,-118.417477920338
2021,4,Black Hawk,CO,,0.05100000000000001,,,50.241379310344826,39.792519000928,-105.49127
2021,4,Blythe-445 W Murphy Street,CA,,0.04913333333333334,,,45.7,33.61235,-114.60209
2021,4,Boulder Reservoir,CO,,0.0490344827586207,,,47.06896551724138,40.0700160009296,-105.220238
2021,4,Brawley-220 Main Street,CA,,,,8.27,44.0,32.97833,-115.53917
2021,4,Briggsdale,CO,,0.0478,,,45.166666666666664,40.65,-104.33
2021,4,CASA GRANDE AIRPORT,AZ,,0.05572413793103448,,,56.689655172413794,32.9543610008617,-111.76225
2021,4,CASA GRANDE DOWNTOWN,AZ,,,,7.739999999999999,42.025,32.8775830008606,-111.752222
2021,4,CAVE CREEK,AZ,,0.05090000000000002,,,48.233333333333334,33.8216900008729,-112.01726
2021,4,CDF,CA,,,,11.713333333333333,53.4,35.0467300008874,-120.58777
2021,4,CENTRAL PHOENIX,AZ,0.30666666666666664,0.05518181818181819,34.06666666666667,,28.26829268292683,33.4579700008683,-112.04659
2021,4,CHICKASAW,AL,,0.042857142857142864,,10.72857142857143,46.06349206349206,30.770181,-88.087761
2021,4,CHILDREN'S PARK NCore,AZ,0.2206896551724139,0.05213333333333334,14.43181818181818,5.884615384615385,25.966666666666665,32.29515,-110.9823
2021,4,COACHLINE,AZ,,0.052884615384615405,,5.300000000000001,39.5,32.38082,-111.12716
2021,4,COLORADO SPRINGS - COLLEGE COLLEGE,CO,,,,4.37,24.1,38.8480140009219,-104.828564
2021,4,COLORADO SPRINGS - HIGHWAY 24,CO,0.36333333333333334,,,,4.166666666666667,38.8308950009218,-104.839243
2021,4,CROSSETT,AR,,,,6.760000000000001,37.5,33.1394711168438,-91.9392076139
2021,4,CROSSVILLE,AL,,,,7.762500000000001,39.625,34.288567,-85.969858
2021,4,CVH,CT,,0.04451724137931036,,,42.62068965517241,41.5500000009366,-72.626
2021,4,Caddo Valley,AR,,0.040344827586206916,,,37.3448275862069,34.1795,-93.0988
2021,4,Calexico-Ethel Street,CA,0.2896551724137931,0.05413333333333333,19.27,6.994736842105262,29.551181102362204,32.67618,-115.48307
2021,4,Camp Pendleton,CA,,0.04730769230769232,12.64,8.599999999999998,34.41772151898734,33.217046,-117.396249
2021,4,Carmel Valley,CA,,0.04033333333333334,,5.159999999999999,33.1,36.4818700009023,-121.73333
2021,4,Carpinteria,CA,,0.038366666666666674,2.9,,19.166666666666668,34.40305200088,-119.457914
2021,4,Carrizo Plains,CA,,0.04993333333333334,,,48.333333333333336,35.35472,-120.04019
2021,4,Chatfield State Park,CO,,0.04851724137931034,,5.047826086956522,32.775510204081634,39.5344880009264,-105.070358
2021,4,Chester-222 First Ave,CA,,,,6.396666666666667,35.46666666666667,40.3096440009309,-121.227848
2021,4,Chico-East Avenue,CA,0.15333333333333332,0.04536666666666667,9.586666666666668,7.059999999999998,23.176,39.76168,-121.84047
2021,4,Chiricahua NM - Entrance Station,AZ,,0.05256666666666668,,4.89,44.325,32.00941,-109.38906
2021,4,Chula Vista,CA,,0.05034482758620691,13.8,10.288888888888888,34.42857142857143,32.6312420008573,-117.059088
2021,4,Clovis-Villa,CA,0.2966666666666667,0.048766666666666666,12.721428571428566,10.587499999999997,27.642857142857142,36.819449,-119.716433
2021,4,Colfax-City Hall,CA,,0.04943333333333334,,5.8566666666666665,40.11666666666667,39.100174496,-120.953831711
2021,4,Colusa-Sunrise Blvd,CA,,0.03893103448275863,,11.07619047619048,42.16,39.18919,-121.99887
2021,4,Compton,CA,0.419230769230769,0.04330434782608696,22.83846153846154,12.200000000000001,35.265625,33.9013890008739,-118.205
2021,4,Concord,CA,0.2535714285714286,0.03842857142857144,6.7185185185185174,7.947499999999998,23.634146341463413,37.936013,-122.026154
2021,4,Cool,CA,,0.04575862068965519,,,42.89655172413793,38.8909406523369,-121.003373318606
2021,4,Corcoran-Patterson,CA,,,,6.6466666666666665,36.63333333333333,36.102244,-119.56565
2021,4,Corner,AL,,0.04746666666666667,,8.623333333333333,45.18333333333333,33.801667,-86.9425
2021,4,Cortez - Health Dept,CO,,0.04913333333333333,,,46.06666666666667,37.3500540009102,-108.592334
2021,4,Cortina Indian Rancheria,CA,,,,4.1899999999999995,23.166666666666668,39.0212210009231,-122.281803
2021,4,Crescent City-Crescent Elk School,CA,,,,7.019999999999998,36.733333333333334,41.7561300009374,-124.20347
2021,4,Crestline,CA,,0.06020000000000001,,9.103333333333333,60.18333333333333,34.2431,-117.27235
2021,4,Criscuolo Park-New Haven,CT,0.26666666666666666,0.0412857142857143,23.590000000000007,6.048148148148148,27.659192825112108,41.3014000009356,-72.902871
2021,4,"DECATUR, Alabama",AL,,0.045533333333333335,,9.085714285714287,45.03,34.530717,-86.967536
2021,4,DEER,AR,,0.04506666666666667,,,41.733333333333334,35.8327262904149,-93.208259502105
2021,4,DENVER - CAMP,CO,0.35862068965517246,0.03877777777777779,26.52068965517241,6.13728813559322,25.770833333333332,39.7511840009277,-104.987625
2021,4,DENVER - NJH-E,CO,,,,6.031666666666667,32.25,39.7385780009277,-104.939925
2021,4,DOYLE SPRINGS ROAD,AR,,,,9.024999999999999,46.15,34.6813433627688,-92.328697163421
2021,4,"DUNCANVILLE, TUSCALOOSA",AL,,0.0427,,,39.53333333333333,33.089772,-87.459733
2021,4,DURANGO COMPLEX,AZ,,,,7.5,39.733333333333334,33.4265000008679,-112.11821
2021,4,DYSART,AZ,,0.05639999999999999,,,58.46666666666667,33.6371800008706,-112.34185
2021,4,Davis-UCD Campus,CA,,0.043400000000000015,7.613333333333333,6.466666666666666,27.444444444444443,38.53445,-121.7734
2021,4,Death Valley NP - Park Village,CA,,0.052133333333333344,,,48.96666666666667,36.508611,-116.847778
2021,4,Denali NP & PRES - Headquarters,AK,,0.04456666666666667,,1.4444444444444444,34.02564102564103,63.7232,-148.9676
2021,4,Donovan,CA,,0.049655172413793115,16.214285714285715,12.582758620689656,39.55813953488372,32.578165,-116.921374
2021,4,Douglas Pass,CO,,0.05133333333333335,,,47.666666666666664,39.5980000009268,-108.805
2021,4,EAGLE MOUNTAIN,AR,,0.045655172413793105,,5.71,39.05128205128205,34.454513987,-94.143521226
2021,4,EL DORADO,AR,,,,7.7444444444444445,41.55555555555556,33.2205625298932,-92.672262743334
2021,4,Eastwood,AZ,0.4566666666666669,,33.2,7.233333333333333,22.506666666666668,33.41046,-112.00264
2021,4,Edison,CA,,0.05736666666666668,13.541379310344826,,38.067796610169495,35.345607,-118.851825
2021,4,El Cajon - Lexington Elementary School,CA,,,,9.430000000000001,46.5,32.7895650008594,-116.944308
2021,4,El Centro-9th Street,CA,,0.04976666666666669,9.680000000000001,6.3,29.557142857142857,32.79222,-115.56306
2021,4,El Rio-Rio Mesa School #2,CA,,0.045300000000000014,11.566666666666666,9.093333333333332,33.266666666666666,34.25239,-119.143182
2021,4,Elk Grove-Bruceville,CA,,0.04429629629629629,6.2105263157894735,,26.804347826086957,38.302591,-121.420838
2021,4,Evergreen,CO,,0.044555555555555564,,,41.166666666666664,39.620408,-105.33872
2021,4,FAIRGROUNDS,AZ,,0.052666666666666674,,,51.416666666666664,32.0476700008491,-110.774357
2021,4,"FAIRHOPE, Alabama",AL,,0.044344827586206906,,6.9300000000000015,40.12820512820513,30.497478,-87.880258
2021,4,FALCON FIELD,AZ,,0.057666666666666665,,,61.56666666666667,33.4524400008682,-111.73327
2021,4,FLAGSTAFF MIDDLE SCHOOL,AZ,,0.0502,,,47.1,35.206111,-111.652777
2021,4,FORT COLLINS - CSU - Edison,CO,,,,5.87,31.366666666666667,40.5712880009321,-105.079693
2021,4,FORT COLLINS - WEST,CO,,0.049275862068965524,,,46.724137931034484,40.5925430009323,-105.141122
2021,4,FOUNTAIN HILLS,AZ,,0.051300000000000005,,,48.5,33.6109200008702,-111.72534
2021,4,Fairfield,AL,0.4629629629629631,0.04710000000000001,,,25.70175438596491,33.485556,-86.915
2021,4,Fairfield,CA,,0.041714285714285725,,,38.57142857142857,38.227066,-122.075624
2021,4,Fayetteville Airport,AR,,0.04523333333333334,,,42.03333333333333,36.011703,-94.167436
2021,4,Flat Tops,CO,,,,2.3099999999999996,12.9,39.9153,-107.6345
2021,4,Floyd Dryden Middle School,AK,,,,4.183333333333334,20.958333333333332,58.3884971242076,-134.56723651676
2021,4,Folsom-Natoma St.,CA,,0.05160000000000001,4.137931034482759,6.639999999999999,31.983193277310924,38.683304,-121.164457
2021,4,Fontana,CA,0.34137931034482755,0.052517241379310346,30.217241379310348,11.430769230769227,32.53,34.10002,-117.49201
2021,4,Fort Collins - CSU - S. Mason,CO,0.27241379310344827,0.04386666666666668,,,22.050847457627118,40.5774700009323,-105.07892
2021,4,Fort Griswold Park,CT,,0.04348275862068966,,5.644999999999999,33.842696629213485,41.35362,-72.07882
2021,4,Fort McDowell/Yuma Frank,AZ,,0.11675,,,212.17857142857142,33.6292460008705,-111.676928
2021,4,Fresno - Garland,CA,0.3275862068965517,0.0457,17.47857142857143,8.23191489361702,29.529850746268657,36.78538,-119.77321
2021,4,Fresno-Drummond,CA,,0.05114814814814816,20.84285714285715,,34.654545454545456,36.705474,-119.741332
2021,4,Fresno-Foundry,CA,0.4103448275862071,,27.740740740740737,10.373333333333333,27.41860465116279,36.710833,-119.7775
2021,4,Fresno-Pacific,CA,,,,7.356666666666667,40.2,36.72639,-119.733
2021,4,Fresno-Sky Park,CA,,0.049366666666666684,9.971428571428572,,29.310344827586206,36.841592,-119.874739
2021,4,GADSDEN C. COLLEGE,AL,,,,8.91,42.6,33.98821,-85.992556
2021,4,GARDEN/TRINITY CHRISTIAN CHURCH,AK,,,,4.5760000000000005,25.12,61.2058610007956,-149.824602
2021,4,GERONIMO,AZ,,,,10.340000000000002,52.5,32.251843000852,-110.965293
2021,4,GLENDALE,AZ,,0.055233333333333336,,4.933333333333334,41.61666666666667,33.5745300008697,-112.19193
2021,4,GRAND JUNCTION - POWELL BLDG,CO,,,,4.096666666666666,22.666666666666668,39.0637980009234,-108.561173
2021,4,GREEN VALLEY  -REPLACES SITE 0007 245 W ESPERANZA,AZ,,0.05223333333333333,,3.7807692307692307,36.57142857142857,31.87952,-110.99644
2021,4,Gilroy,CA,,0.04356666666666667,,5.680000000000001,35.8,36.999571,-121.574684
2021,4,Glendora,CA,0.29310344827586204,0.0558,13.84137931034483,13.816666666666666,34.847457627118644,34.14435,-117.85036
2021,4,Globeville,CO,,,41.66,8.793333333333335,41.945454545454545,39.7861,-104.9886
2021,4,Goleta,CA,,0.03706666666666668,,7.636666666666662,37.55,34.4455100008805,-119.8284
2021,4,Gothic,CO,,0.054000000000000006,,,53.310344827586206,38.9564,-106.9858
2021,4,Grand Canyon NP - The Abyss,AZ,,0.05203333333333335,,,49.13333333333333,36.0586400008981,-112.1836
2021,4,Grass Valley-Litton Building,CA,,,,4.709375000000001,25.4375,39.2334770009245,-121.055608
2021,4,Greeley - Hospital,CO,,,,6.4,34.5,40.4148770009314,-104.70693
2021,4,Greeley - Weld County Tower,CO,0.2120000000000001,0.04122222222222223,,,20.865384615384617,40.3863680009313,-104.73744
2021,4,Greenwich Point Park,CT,,0.045766666666666664,,,43.6,41.0046570009343,-73.585128
2021,4,HELENA,AL,,0.045966666666666676,,,42.56666666666667,33.317142,-86.825754
2021,4,HIDDEN VALLEY,AZ,,,,10.64222222222222,50.355555555555554,32.884761,-112.03705
2021,4,HIGHLAND RESERVOIR,CO,,0.047900000000000005,,,45.333333333333336,39.5678870009266,-104.957193
2021,4,HOT SPRINGS,AR,,,,7.838461538461539,41.30769230769231,34.469441080768,-93.0001781024042
2021,4,HUMBOLDT MOUNTAIN,AZ,,0.053166666666666675,,,51.266666666666666,33.9828000008749,-111.79871
2021,4,HUNTSVILLE CAPSHAW ROAD,AL,,0.04716666666666668,,,43.93333333333333,34.772727,-86.756174
2021,4,HUNTSVILLE OLD AIRPORT,AL,,0.04756666666666667,,9.356818181818182,45.91891891891892,34.68547,-86.58816
2021,4,Hammonasset State Park,CT,,0.04283333333333335,,,40.2,41.2567880009354,-72.55327
2021,4,Hanford-Irwin,CA,,0.0501,17.955172413793104,9.465384615384613,37.32941176470588,36.31567,-119.643447
2021,4,Hayward,CA,,0.041633333333333335,,,39.06666666666667,37.654456,-122.031547
2021,4,Hesperia-Olive Street,CA,,0.05859999999999999,,,67.72,34.41651,-117.28563
2021,4,High School Air Monitoring Station,AZ,,0.05424137931034484,,,53.10344827586207,33.508125371186,-111.838520485167
2021,4,Hollister,CA,,0.04276666666666667,,6.619999999999999,38.1,36.8434250009057,-121.3621
2021,4,Hoover Wilderness,CA,,,,2.3899999999999997,13.3,38.0880230383045,-119.178068761591
2021,4,Huntley Place-Hartford,CT,0.376,,20.779999999999998,5.504615384615384,21.85,41.771444,-72.679923
2021,4,Huron,CA,,,,5.36,29.766666666666666,36.198672,-120.101096
2021,4,I-25,CO,0.5310344827586208,,35.338888888888896,7.294117647058823,25.45679012345679,39.73217,-105.0153
2021,4,Indio,CA,,0.05876666666666667,,10.244000000000002,58.63636363636363,33.70853,-116.21537
2021,4,JLG SUPERSITE,AZ,0.4222222222222224,0.0597777777777778,25.98846153846154,6.6259999999999994,33.45384615384615,33.503833,-112.095767
2021,4,Jackson-Clinton Road,CA,,0.04486666666666667,,,41.666666666666664,38.342606,-120.764426
2021,4,Jacobs,CA,0.2807692307692307,0.0350344827586207,4.370588235294119,7.280000000000001,17.73170731707317,40.7767800009332,-124.17949
2021,4,Jerseydale,CA,,0.05073076923076924,,,49.26923076923077,37.54377,-119.83957
2021,4,Joshua Tree NP - Black Rock,CA,,0.05893333333333332,,3.542857142857143,57.567567567567565,34.06957,-116.38893
2021,4,Joshua Tree NP - Cottonwood Visitor Center,CA,,0.0513,,3.6333333333333337,34.78333333333333,33.747236000872,-115.820124
2021,4,Joshua Tree NP - Pinto Wells,CA,,0.05634782608695652,,,59.21739130434783,33.9397000008744,-115.4108
2021,4,Kaiser Wilderness,CA,,,,3.44,19.2,37.2206398607598,-119.155556956851
2021,4,Keeler,CA,,,,6.0474999999999985,32.175,36.487823,-117.871036
2021,4,Kenosha Pass,CO,,0.05217647058823531,,,51.23529411764706,39.417,-105.755
2021,4,King City 2,CA,,0.04320000000000001,,7.840000000000001,40.96363636363636,36.2092860008996,-121.126371
2021,4,LAX Hastings,CA,0.31034482758620696,0.040500000000000015,19.734482758620693,,19.488372093023255,33.9550700008745,-118.43049
2021,4,LONGMONT - MUNICIPAL BLDG,CO,,,,6.4907692307692315,34.83076923076923,40.1645760009301,-105.100856
2021,4,La Casa,CO,0.2933333333333334,0.04650000000000001,27.207692307692305,5.649275362318842,26.916129032258066,39.77949,-105.00518
2021,4,La Habra,CA,0.23571428571428568,0.04889285714285715,19.36521739130435,,22.848101265822784,33.92513,-117.95264
2021,4,Lake Elsinore,CA,0.2740740740740741,0.056629629629629634,14.388,7.489999999999999,30.091743119266056,33.67649,-117.33098
2021,4,Lake Tahoe Community College,CA,,,,2.98,16.7,38.9248,-119.97
2021,4,Lakeport-S. Main Street,CA,,0.040200000000000014,,5.4,36.17142857142857,39.0189300009231,-122.91333
2021,4,Lancaster-Division Street,CA,0.5033333333333333,0.05190000000000001,16.669999999999998,7.330769230769231,27.75862068965517,34.6697390008831,-118.130511
2021,4,Laney College,CA,0.38571428571428584,,18.37857142857143,10.0,23.930232558139537,37.793624,-122.263376
2021,4,Lassen Volcanic NP - Manzanita Lake Fire Station,CA,,0.04939285714285715,,3.07,39.73684210526316,40.53999,-121.57646
2021,4,Lava Beds National Monument,CA,,,,3.6699999999999995,20.4,41.711824509,-121.50999312
2021,4,Lebec,CA,,,,5.863888888888886,32.361111111111114,34.841567,-118.860588
2021,4,Lebec-Peace Valley/Frazier Park Roads,CA,,,,5.3625,29.75,34.821921799,-118.88759767
2021,4,Leeds,AL,,0.05270000000000001,,10.284999999999998,51.142857142857146,33.545278,-86.549167
2021,4,Lehi Air Monitoring Station,AZ,,0.05560000000000001,,,56.266666666666666,33.4746094209814,-111.805769312522
2021,4,Lincoln-2885 Moore Road,CA,,0.052636363636363655,,6.570000000000001,42.78846153846154,38.867937000922,-121.338353
2021,4,Livermore,CA,,0.04473333333333333,11.003333333333332,8.1,31.755555555555556,37.687526,-121.784217
2021,4,Lompoc H Street,CA,0.18333333333333335,0.015366666666666676,4.5,7.226666666666664,18.125,34.6378200008827,-120.4575
2021,4,Lompoc HSP,CA,,0.03711111111111112,1.7916666666666667,,18.941176470588236,34.7253520008837,-120.428717
2021,4,Lone Pine Paiute-Shoshone Reservation,CA,,,,4.131666666666666,22.966666666666665,36.5955560009034,-118.049167
2021,4,Long Beach (North),CA,,,,10.500000000000002,50.55555555555556,33.82376,-118.18921
2021,4,Long Beach (South),CA,,,,12.033333333333333,54.5,33.79236,-118.17533
2021,4,Long Beach-Route 710 Near Road,CA,,,39.6888888888889,11.488888888888889,46.17460317460318,33.8596620008734,-118.200707
2021,4,Los Angeles-North Main Street,CA,0.42187499999999983,0.0508888888888889,24.76296296296296,13.69852941176471,36.972375690607734,34.0665900008759,-118.22688
2021,4,Los Flores Canyon #1,CA,0.16999999999999993,0.04510000000000001,1.8,,15.277777777777779,34.489740000881,-120.04692
2021,4,Los Gatos,CA,,0.042206896551724146,,,39.3448275862069,37.226862,-121.979675
2021,4,MANITOU SPRINGS,CO,,0.048333333333333346,,,44.766666666666666,38.8530970009219,-104.901289
2021,4,MARION,AR,,0.04393333333333333,17.23448275862069,7.7075000000000005,33.91919191919192,35.1972876317392,-90.1931407655994
2021,4,MENA,AR,,,,9.0,43.0,34.5836985877722,-94.2262344697634
2021,4,MESA,AZ,0.3966666666666668,0.05757692307692308,,5.396666666666667,30.88372093023256,33.4101800008677,-111.86536
2021,4,"MOMS, ADEM",AL,,0.04714285714285715,,9.639999999999997,45.93150684931507,32.412811,-86.263394
2021,4,Madera-City,CA,,0.05166666666666667,,7.543333333333333,46.31666666666667,36.953256,-120.034203
2021,4,Madera-Pump Yard,CA,,0.04973333333333333,9.344827586206899,,28.71186440677966,36.867125,-120.010158
2021,4,Mammoth Lakes,CA,,,,4.4,24.4,37.64571,-118.96652
2021,4,Manteca,CA,,,,7.810000000000001,40.233333333333334,37.793392,-121.247874
2021,4,Maricopa,CA,,0.047766666666666666,,,45.666666666666664,35.051454,-119.40262
2021,4,McAdory,AL,,0.045166666666666674,,8.774285714285716,44.07692307692308,33.331111,-87.003611
2021,4,McAuliffe Park,CT,,0.042066666666666676,14.52,5.558333333333334,28.325,41.7847220009374,-72.631667
2021,4,Meadow and Bank Streets,CT,,,,6.48103448275862,33.94827586206897,41.550556,-73.043611
2021,4,Merced-Coffee,CA,,0.05000000000000001,14.16333333333333,7.163999999999999,33.0,37.281853,-120.433671
2021,4,Merced-M St,CA,,,,6.306666666666667,34.833333333333336,37.30832,-120.480456
2021,4,Mesa Verde NP - Resource Management Area,CO,,0.05078571428571429,,2.9699999999999998,34.854166666666664,37.1984,-108.49046
2021,4,Mesa2,CA,,,,9.820000000000002,47.0,35.02083,-120.56388
2021,4,Mines Peak,CO,,0.05443333333333334,,,54.36666666666667,39.794391,-105.76398
2021,4,Mira Loma (Van Buren),CA,0.3678571428571429,0.056964285714285724,19.696428571428573,13.032203389830512,40.34265734265734,33.996360000875,-117.4924
2021,4,Mission Viejo,CA,0.2551724137931035,0.05224137931034483,,9.79,36.275510204081634,33.63003,-117.67593
2021,4,Modesto-14th Street,CA,0.2482758620689655,0.050206896551724126,,9.839999999999998,34.505376344086024,37.642165,-120.994212
2021,4,Mohawk Mt-Cornwall,CT,0.20370370370370375,0.045230769230769234,,5.393333333333334,24.194690265486727,41.8213420009376,-73.297257
2021,4,Mojave - CA 58 Business,CA,,0.052266666666666683,,6.586666666666669,43.65,35.0465280008873,-118.162833
2021,4,Morongo Air Monitoring Station,CA,,0.05282758620689655,5.814285714285715,9.312499999999998,36.37078651685393,33.9447129,-116.830074
2021,4,Morro Bay,CA,,0.043533333333333334,,,40.4,35.36631,-120.84271
2021,4,Mount Baldy,AZ,,,,2.8400000000000003,15.8,34.0584750370195,-109.441258534854
2021,4,NATIONAL RENEWABLE ENERGY LABS - NREL,CO,,0.04920000000000001,,,47.36666666666667,39.7437240009277,-105.177989
2021,4,NCORE,AK,,0.034793103448275874,,5.033333333333332,29.210526315789473,64.84569,-147.727413
2021,4,NEWPORT,AR,,,,6.03,33.5,35.6372827821457,-91.188905955467
2021,4,NLR AIRPORT,AR,,0.041633333333333335,,,38.86666666666667,34.8357211208321,-92.2605813844258
2021,4,NOGALES POST OFFICE,AZ,,,,11.100000000000003,51.97142857142857,31.337204,-110.936718
2021,4,NORTH PHOENIX,AZ,,0.05783333333333333,,5.966666666666666,47.46666666666667,33.5603100008696,-112.06619
2021,4,Napa Valley College,CA,0.39999999999999997,0.04253333333333334,9.748275862068965,8.250000000000002,24.176470588235293,38.2788490009178,-122.275024
2021,4,Nazlini,AZ,,,,2.6,14.6,35.8804038106536,-109.438003185736
2021,4,Niland-English Road,CA,,0.03986666666666667,,,37.0,33.213611,-115.54528
2021,4,Nipomo Regional Park (NRP),CA,,0.04113333333333334,4.3,,21.166666666666668,35.03146,-120.50103
2021,4,North Birmingham,AL,0.34117647058823536,0.04976666666666667,23.68125,10.527272727272726,32.37837837837838,33.553056,-86.815
