Year,Month,Local Site Name,State,CO2 (ppm),Ozone (ppm),NO2 (ppb),PM2.5 (ug/m3),Daily AQI Value,Site Latitude,Site Longitude
2020,1,Glendora,CA,0.37200000000000005,0.033517241379310364,21.137931034482758,12.145161290322582,28.04385964912281,34.14435,-117.85036
2020,1,Globeville,CO,,,53.640740740740746,10.470967741935485,49.55172413793103,39.7861,-104.9886
2020,1,Goleta,CA,,0.03333333333333335,,2.7366666666666664,23.1,34.4455100008805,-119.8284
2020,1,Gothic,CO,,0.0458709677419355,,,42.61290322580645,38.9564,-106.9858
2020,1,Grand Canyon NP - The Abyss,AZ,,0.042193548387096776,,,39.16129032258065,36.0586400008981,-112.1836
2020,1,Grass Valley-Litton Building,CA,,0.03570967741935484,,7.134285714285714,35.93939393939394,39.2334770009245,-121.055608
2020,1,Greeley - Hospital,CO,,,,7.1,37.064516129032256,40.4148770009314,-104.70693
2020,1,Greeley - Weld County Tower,CO,0.3233333333333335,0.03526923076923079,,,17.071428571428573,40.3863680009313,-104.73744
2020,1,HIDDEN VALLEY,AZ,,,,6.381818181818179,34.29545454545455,32.884761,-112.03705
2020,1,HIGHLAND RESERVOIR,CO,,0.03887096774193549,,,36.064516129032256,39.5678870009266,-104.957193
2020,1,HOT SPRINGS,AR,,,,6.6642857142857155,34.5,34.469441080768,-93.0001781024042
2020,1,HUMBOLDT MOUNTAIN,AZ,,0.04229032258064517,,,39.225806451612904,33.9828000008749,-111.79871
2020,1,HUNTSVILLE OLD AIRPORT,AL,,,,6.9,37.46666666666667,34.68547,-86.58816
2020,1,Hanford-Irwin,CA,,0.022193548387096786,17.42758620689655,17.980645161290322,35.08791208791209,36.31567,-119.643447
2020,1,Hayward,CA,,0.031096774193548404,,,28.838709677419356,37.654456,-122.031547
2020,1,Healdsburg-Municipal Airport,CA,,0.029222222222222233,,,27.074074074074073,38.654069,-122.901857
2020,1,Hesperia-Olive Street,CA,,0.03513333333333335,,,32.4,34.41651,-117.28563
2020,1,High School Air Monitoring Station,AZ,,0.03238709677419356,,,30.032258064516128,33.508125371186,-111.838520485167
2020,1,Hollister,CA,,0.030354838709677433,,5.7137931034482765,29.8,36.8434250009057,-121.3621
2020,1,Hoover Wilderness,CA,,,,0.5636363636363636,3.0,38.0880230383045,-119.178068761591
2020,1,Huntley Place-Hartford,CT,0.5733333333333331,,29.090000000000007,8.37076923076923,28.704,41.771444,-72.679923
2020,1,Huron,CA,,,,5.532258064516128,29.93548387096774,36.198672,-120.101096
2020,1,I-25,CO,0.8925925925925929,,46.19642857142856,6.891666666666668,30.560439560439562,39.73217,-105.0153
2020,1,Indio,CA,,0.040103448275862076,,8.525000000000002,40.98550724637681,33.70853,-116.21537
2020,1,JLG SUPERSITE,AZ,0.8925925925925924,0.02932258064516131,36.663333333333334,13.579591836734693,35.416058394160586,33.503833,-112.095767
2020,1,Jackson-Clinton Road,CA,,0.025481481481481497,,,23.62962962962963,38.342606,-120.764426
2020,1,Jacobs,CA,0.32,0.029666666666666678,8.6875,9.00909090909091,20.347826086956523,40.7767800009332,-124.17949
2020,1,Joshua Tree NP - Black Rock,CA,,0.04429032258064518,,1.5363636363636368,32.57142857142857,34.06957,-116.38893
2020,1,Joshua Tree NP - Cottonwood Visitor Center,CA,,0.04199999999999999,,3.4961538461538457,25.243243243243242,33.747236000872,-115.820124
2020,1,Joshua Tree NP - Pinto Wells,CA,,0.03858064516129033,,,35.61290322580645,33.9397000008744,-115.4108
2020,1,Kaiser Wilderness,CA,,,,0.5,2.8181818181818183,37.2206398607598,-119.155556956851
2020,1,Keeler,CA,,,,3.2285714285714286,17.88095238095238,36.487823,-117.871036
2020,1,Kenosha Pass,CO,,0.05192307692307695,,,48.57692307692308,39.417,-105.755
2020,1,King City 2,CA,,0.030133333333333352,,3.3193548387096774,23.081967213114755,36.2092860008996,-121.126371
2020,1,LAX Hastings,CA,0.6793103448275863,0.03266666666666668,34.91333333333333,,23.617977528089888,33.9550700008745,-118.43049
2020,1,LONGMONT - MUNICIPAL BLDG,CO,,,,5.929577464788731,31.549295774647888,40.1645760009301,-105.100856
2020,1,La Casa,CO,0.565,0.030096774193548403,43.304166666666674,5.867123287671233,28.594594594594593,39.77949,-105.00518
2020,1,La Habra,CA,0.7206896551724136,0.02876666666666668,30.16666666666667,,21.10112359550562,33.92513,-117.95264
2020,1,Lake Elsinore,CA,0.46,0.03680769230769232,20.93846153846154,7.2407407407407405,23.89423076923077,33.67649,-117.33098
2020,1,Lake Tahoe Community College,CA,,,,3.1545454545454543,17.454545454545453,38.9248,-119.97
2020,1,Lakeport-S. Main Street,CA,,0.027774193548387102,,2.8,24.27777777777778,39.0189300009231,-122.91333
2020,1,Lancaster-Division Street,CA,0.4785714285714286,0.03406896551724139,25.450000000000006,5.803225806451611,23.517241379310345,34.6697390008831,-118.130511
2020,1,Laney College,CA,0.6566666666666667,,31.364516129032257,6.999999999999999,24.619565217391305,37.793624,-122.263376
2020,1,Lassen Volcanic NP - Manzanita Lake Fire Station,CA,,0.039774193548387106,,0.49090909090909085,27.88095238095238,40.53999,-121.57646
2020,1,Lava Beds National Monument,CA,,,,0.6799999999999999,3.6,41.711824509,-121.50999312
2020,1,Lebec,CA,,,,2.862500000000001,16.0,34.841567,-118.860588
2020,1,Lebec-Peace Valley/Frazier Park Roads,CA,,,,1.6090909090909091,8.818181818181818,34.821921799,-118.88759767
2020,1,Lee Vining,CA,,,,1.4208333333333332,7.875,37.962069,-119.120278
2020,1,Leeds,AL,,,,6.716000000000001,36.76,33.545278,-86.549167
2020,1,Lehi Air Monitoring Station,AZ,,0.035709677419354845,,,33.12903225806452,33.4746094209814,-111.805769312522
2020,1,Lincoln-2885 Moore Road,CA,,0.02751724137931036,,8.917857142857143,34.19298245614035,38.867937000922,-121.338353
2020,1,Livermore,CA,,0.027266666666666675,21.386666666666667,6.454838709677419,26.505494505494507,37.687526,-121.784217
2020,1,Lompoc H Street,CA,0.2222222222222222,0.014107142857142865,12.607142857142858,2.9064516129032256,11.895238095238096,34.6378200008827,-120.4575
2020,1,Lompoc HSP,CA,,0.0372857142857143,0.5517241379310345,,17.140350877192983,34.7253520008837,-120.428717
2020,1,Long Beach (North),CA,,,,17.03636363636364,64.72727272727273,33.82376,-118.18921
2020,1,Long Beach (South),CA,,,,16.990163934426224,64.54098360655738,33.79236,-118.17533
2020,1,Long Beach-Route 710 Near Road,CA,,,47.49999999999999,20.960416666666664,62.16883116883117,33.8596620008734,-118.200707
2020,1,Los Angeles-North Main Street,CA,0.9210526315789475,0.02386206896551725,39.29137931034483,15.920000000000012,36.75342465753425,34.0665900008759,-118.22688
2020,1,Los Flores Canyon #1,CA,0.19230769230769237,0.0390344827586207,0.9615384615384616,,13.82716049382716,34.489740000881,-120.04692
2020,1,Los Gatos,CA,,0.026700000000000015,,,24.766666666666666,37.226862,-121.979675
2020,1,MANITOU SPRINGS,CO,,0.04206451612903226,,,38.96774193548387,38.8530970009219,-104.901289
2020,1,MARION,AR,,0.025064516129032273,17.312903225806455,6.976190476190477,26.71153846153846,35.1972876317392,-90.1931407655994
2020,1,MENA,AR,,,,4.627272727272727,25.636363636363637,34.5836985877722,-94.2262344697634
2020,1,MESA,AZ,0.7833333333333333,0.0347,,7.551612903225809,26.978021978021978,33.4101800008677,-111.86536
2020,1,"MOMS, ADEM",AL,,,,8.67906976744186,43.44186046511628,32.412811,-86.263394
2020,1,Madera-City,CA,,0.02420689655172415,,13.335294117647058,41.142857142857146,36.953256,-120.034203
2020,1,Madera-Pump Yard,CA,,0.024129032258064526,14.213333333333335,,17.672131147540984,36.867125,-120.010158
2020,1,Mammoth Lakes,CA,,,,11.484507042253524,48.59154929577465,37.64571,-118.96652
2020,1,Manteca,CA,,,,11.810344827586206,50.724137931034484,37.793392,-121.247874
2020,1,Maricopa,CA,,0.03312903225806454,,,30.612903225806452,35.051454,-119.40262
2020,1,Mazatzal Wilderness - Ike's Backbone,AZ,,,,1.0090909090909088,5.545454545454546,34.3405555810641,-111.683923256843
2020,1,McAdory,AL,,,,6.447222222222224,35.583333333333336,33.331111,-87.003611
2020,1,McAuliffe Park,CT,,0.026733333333333345,24.823333333333334,7.39655172413793,30.059322033898304,41.7847220009374,-72.631667
2020,1,Meadow and Bank Streets,CT,,,,8.130645161290323,40.24193548387097,41.550556,-73.043611
2020,1,Merced-Coffee,CA,,0.02274193548387098,16.330000000000002,13.803333333333331,31.494505494505493,37.281853,-120.433671
2020,1,Merced-M St,CA,,,,17.709090909090907,67.0909090909091,37.30832,-120.480456
2020,1,Mesa Verde NP - Resource Management Area,CO,,0.042903225806451624,,0.7937500000000001,27.76595744680851,37.1984,-108.49046
2020,1,Mesa2,CA,,,,6.519354838709679,35.774193548387096,35.02083,-120.56388
2020,1,Mines Peak,CO,,0.0459,,,42.7,39.794391,-105.76398
2020,1,Mira Loma (Van Buren),CA,0.6925925925925925,0.03422222222222223,30.850000000000005,17.9703125,41.363013698630134,33.996360000875,-117.4924
2020,1,Mission Viejo,CA,0.4166666666666668,0.04074193548387097,,9.01904761904762,30.689320388349515,33.63003,-117.67593
2020,1,Modesto-14th Street,CA,0.48333333333333345,0.023000000000000013,,13.648717948717941,30.56,37.642165,-120.994212
2020,1,Mohawk Mt-Cornwall,CT,0.19333333333333338,0.0346451612903226,,3.5643835616438353,18.619402985074625,41.8213420009376,-73.297257
2020,1,Mojave,CA,,0.038806451612903234,,3.9612903225806444,28.919354838709676,35.0505513494936,-118.147293620967
2020,1,Morongo Air Monitoring Station,CA,,0.04139999999999999,8.133333333333333,4.703333333333333,23.455555555555556,33.9447129,-116.830074
2020,1,Morro Bay,CA,,0.03306451612903228,,,30.612903225806452,35.36631,-120.84271
2020,1,Mount Baldy,AZ,,,,0.5454545454545454,2.909090909090909,34.0584750370195,-109.441258534854
2020,1,NATIONAL RENEWABLE ENERGY LABS - NREL,CO,,0.03963333333333334,,,36.7,39.7437240009277,-105.177989
2020,1,NCORE,AK,1.072727272727273,0.0063125,,19.832142857142863,45.734042553191486,64.84569,-147.727413
2020,1,NEWPORT,AR,,,,6.800000000000001,33.0,35.6372827821457,-91.188905955467
2020,1,NLR AIRPORT,AR,,0.02677419354838711,,,24.806451612903224,34.8357211208321,-92.2605813844258
2020,1,NOGALES POST OFFICE,AZ,,,,15.599999999999998,57.80555555555556,31.337204,-110.936718
2020,1,NORTH PHOENIX,AZ,,0.025000000000000015,,11.887096774193548,38.74576271186441,33.5603100008696,-112.06619
2020,1,Napa Valley College,CA,0.5296296296296296,0.02807142857142858,14.62142857142857,7.2935483870967746,21.526315789473685,38.2788490009178,-122.275024
2020,1,Nazlini,AZ,,,,0.85,4.7,35.8804038106536,-109.438003185736
2020,1,Niland-English Road,CA,,0.014304347826086961,,,13.304347826086957,33.213611,-115.54528
2020,1,Nipomo Regional Park (NRP),CA,,0.033040000000000014,7.857142857142857,,20.065217391304348,35.03146,-120.50103
2020,1,North Birmingham,AL,0.4,0.03216666666666669,19.314285714285713,6.709999999999999,20.609756097560975,33.553056,-86.815
2020,1,North Highlands-Blackfoot,CA,,0.025241379310344838,,,23.379310344827587,38.71209,-121.38109
2020,1,North Hollywood (NOHO),CA,,0.031500000000000014,35.25483870967742,16.52903225806451,42.04347826086956,34.1819770008773,-118.363036
2020,1,North Pole Fire Station #3,AK,,,,33.29531250000001,94.078125,64.762641,-147.310279
2020,1,ORANGE GROVE,AZ,,,,5.1838709677419335,27.35483870967742,32.3226614191457,-111.038389291448
2020,1,ORGAN PIPE NM,AZ,,,,1.8363636363636366,10.181818181818182,31.949999722,-112.801
2020,1,Oakland,CA,0.6266666666666667,0.023193548387096787,23.0,7.158064516129032,22.10569105691057,37.743065,-122.169935
2020,1,Oakland West,CA,0.8037037037037038,0.025107142857142873,28.95416666666667,6.5612903225806445,23.663636363636364,37.814781,-122.282347
2020,1,Oildale,CA,,0.026258064516129043,,,24.258064516129032,35.438035,-119.016787
2020,1,Ojai - East Ojai Ave,CA,,0.03623333333333335,,3.463333333333333,26.333333333333332,34.44806,-119.2313
2020,1,Ontario Near Road (Etiwanda),CA,0.6633333333333333,,44.89354838709677,,25.081967213114755,34.0681200008759,-117.52579
2020,1,Ontario-Route 60 Near Road,CA,,,44.32333333333333,20.26774193548387,62.130434782608695,34.030833,-117.61722
2020,1,PARR,AR,0.3833333333333335,0.024967741935483883,19.477419354838712,6.67213114754098,23.333333333333332,34.7561888042723,-92.2812958643647
2020,1,PHENIX CITY - SOUTH GIRARD SCHOOL,AL,,,,6.097872340425531,32.59574468085106,32.437028,-84.999653
2020,1,PINAL AIR PARK,AZ,,0.03453333333333334,,,31.933333333333334,32.5083060008556,-111.308056
2020,1,PINNACLE PEAK,AZ,,0.040806451612903236,,,37.774193548387096,33.7063900008715,-111.85575
2020,1,Pala Airpad,CA,,0.03225806451612904,,13.666129032258068,47.89247311827957,33.3625928342781,-117.090229999878
2020,1,Palisade-Water Treatment,CO,,0.03251851851851853,,,30.074074074074073,39.1305750009238,-108.313835
2020,1,Palm Springs,CA,0.28333333333333327,0.038483870967741945,22.741935483870968,3.4000000000000004,19.941747572815533,33.85275,-116.54101
2020,1,"Paonia, Colorado",CO,,0.0370967741935484,7.15483870967742,4.638709677419355,22.118279569892472,38.8764000009221,-107.6023
2020,1,Paradise - Airport,CA,,0.03176666666666668,,,29.366666666666667,39.708454,-121.617309
2020,1,Paradise - Theater,CA,,,,4.241935483870967,23.322580645161292,39.77919,-121.59135
2020,1,Paradise Road,CA,,0.03430769230769233,1.0,,18.347826086956523,34.5416600008816,-119.79146
2020,1,Parlier,CA,,0.023903225806451624,15.493103448275862,,18.283333333333335,36.597442,-119.503659
2020,1,Pasadena,CA,0.7041666666666667,0.03324000000000001,36.93913043478261,12.875,29.84090909090909,34.1326,-118.1272
2020,1,Paso Robles,CA,,0.03038095238095239,,,28.238095238095237,35.614668,-120.656912
2020,1,Pawnee Buttes,CO,,0.043375,,,40.375,40.813,-104.036
2020,1,Pechanga,CA,,0.038695652173913055,10.153571428571428,4.0,21.535714285714285,33.4478670008682,-117.088649
2020,1,Perris,CA,,0.03359259259259261,,,31.074074074074073,33.78942,-117.22764
